
ModelNum VarNum Response Predictors    xR²      N*   Present      NaiveEst       xSSE         SST
     796      2 cold              2  0.863     30.71      72        6.0000      184.33      1344.0    
     798      2 cold              2  0.863     31.83      72        6.0000      183.81      1344.0    
     800      2 cold              2  0.864     32.82      72        6.0000      183.37      1344.0    
     802      2 cold              2  0.864     33.69      72        6.0000      183.01      1344.0    
     804      2 cold              1  0.797     47.34      72        6.0000      273.07      1344.0    
     806      2 cold              2  0.774     15.11      72        6.0000      303.11      1344.0    
     808      2 cold              2  0.774     15.11      72        6.0000      303.11      1344.0    
     810      2 cold              2  0.775     15.20      72        6.0000      302.86      1344.0    
     812      2 cold              2  0.776     16.06      72        6.0000      300.45      1344.0    
     814      2 cold              2  0.780     18.02      72        6.0000      295.91      1344.0    
     816      2 cold              2  0.783     20.51      72        6.0000      291.50      1344.0    
     818      2 cold              2  0.786     23.04      72        6.0000      288.02      1344.0    
     820      2 cold              2  0.788     25.42      72        6.0000      285.34      1344.0    
     822      2 cold              2  0.789     27.61      72        6.0000      283.25      1344.0    
     824      2 cold              2  0.790     29.60      72        6.0000      281.61      1344.0    
     826      2 cold              2  0.791     31.38      72        6.0000      280.30      1344.0    
     828      2 cold              2  0.792     32.97      72        6.0000      279.24      1344.0    
     830      2 cold              2  0.793     34.38      72        6.0000      278.39      1344.0    
     832      2 cold              2  0.793     35.63      72        6.0000      277.70      1344.0    
     834      2 cold              2  0.794     36.73      72        6.0000      277.12      1344.0    
     836      2 cold              2  0.794     37.70      72        6.0000      276.65      1344.0    
     838      2 cold              1  0.720     51.75      72        6.0000      375.86      1344.0    
     840      2 cold              2  0.693     16.58      72        6.0000      412.51      1344.0    
     842      2 cold              2  0.693     16.58      72        6.0000      412.51      1344.0    
     844      2 cold              2  0.693     16.67      72        6.0000      412.21      1344.0    
     846      2 cold              2  0.695     17.61      72        6.0000      409.29      1344.0    
     848      2 cold              2  0.700     19.76      72        6.0000      403.78      1344.0    
     850      2 cold              2  0.704     22.48      72        6.0000      398.42      1344.0    
     852      2 cold              2  0.707     25.23      72        6.0000      394.17      1344.0    
     854      2 cold              2  0.709     27.83      72        6.0000      390.90      1344.0    
     856      2 cold              2  0.711     30.22      72        6.0000      388.35      1344.0    
     858      2 cold              2  0.713     32.39      72        6.0000      386.34      1344.0    
     860      2 cold              2  0.714     34.34      72        6.0000      384.74      1344.0    
     862      2 cold              2  0.715     36.07      72        6.0000      383.45      1344.0    
     864      2 cold              2  0.715     37.61      72        6.0000      382.40      1344.0    
     866      2 cold              2  0.716     38.98      72        6.0000      381.55      1344.0    
     868      2 cold              2  0.717     40.18      72        6.0000      380.85      1344.0    
     870      2 cold              2  0.717     41.24      72        6.0000      380.26      1344.0    
     872      2 cold              1  0.643     55.59      72        6.0000      479.74      1344.0    
     874      2 cold              2  0.612     17.86      72        6.0000      522.13      1344.0    
     876      2 cold              2  0.612     17.86      72        6.0000      522.13      1344.0    
     878      2 cold              2  0.612     17.96      72        6.0000      521.78      1344.0    
     880      2 cold              2  0.614     18.97      72        6.0000      518.43      1344.0    
     882      2 cold              2  0.619     21.27      72        6.0000      512.08      1344.0    
     884      2 cold              2  0.624     24.18      72        6.0000      505.90      1344.0    
     886      2 cold              2  0.627     27.14      72        6.0000      500.99      1344.0    
     888      2 cold              2  0.630     29.93      72        6.0000      497.20      1344.0    
     890      2 cold              2  0.632     32.50      72        6.0000      494.25      1344.0    
     892      2 cold              2  0.634     34.82      72        6.0000      491.91      1344.0    
     894      2 cold              2  0.635     36.91      72        6.0000      490.05      1344.0    
     896      2 cold              2  0.636     38.77      72        6.0000      488.56      1344.0    
     898      2 cold              2  0.637     40.43      72        6.0000      487.34      1344.0    
     900      2 cold              2  0.638     41.89      72        6.0000      486.35      1344.0    
     902      2 cold              2  0.639     43.17      72        6.0000      485.54      1344.0    
     904      2 cold              2  0.639     44.31      72        6.0000      484.86      1344.0    
     906      2 cold              1  0.570     58.91      72        6.0000      578.21      1344.0    
     908      2 cold              2  0.535     18.97      72        6.0000      625.35      1344.0    
     910      2 cold              2  0.535     18.97      72        6.0000      625.35      1344.0    
     912      2 cold              2  0.535     19.07      72        6.0000      624.96      1344.0    
     914      2 cold              2  0.538     20.14      72        6.0000      621.24      1344.0    
     916      2 cold              2  0.543     22.58      72        6.0000      614.21      1344.0    
     918      2 cold              2  0.548     25.66      72        6.0000      607.35      1344.0    
     920      2 cold              2  0.552     28.79      72        6.0000      601.89      1344.0    
     922      2 cold              2  0.555     31.74      72        6.0000      597.68      1344.0    
     924      2 cold              2  0.558     34.46      72        6.0000      594.39      1344.0    
     926      2 cold              2  0.560     36.92      72        6.0000      591.79      1344.0    
     928      2 cold              2  0.561     39.13      72        6.0000      589.72      1344.0    
     930      2 cold              2  0.562     41.10      72        6.0000      588.05      1344.0    
     932      2 cold              2  0.563     42.85      72        6.0000      586.70      1344.0    
     934      2 cold              2  0.564     44.40      72        6.0000      585.59      1344.0    
     936      2 cold              2  0.565     45.76      72        6.0000      584.68      1344.0    
     938      2 cold              2  0.566     46.97      72        6.0000      583.93      1344.0    
     940      2 cold              1  0.503     61.75      72        6.0000      667.79      1344.0    
     942      2 cold              2  0.465     19.92      72        6.0000      718.73      1344.0    
     944      2 cold              2  0.465     19.92      72        6.0000      718.73      1344.0    
     946      2 cold              2  0.466     20.03      72        6.0000      718.32      1344.0    
     948      2 cold              2  0.469     21.14      72        6.0000      714.31      1344.0    
     950      2 cold              2  0.474     23.70      72        6.0000      706.73      1344.0    
     952      2 cold              2  0.480     26.93      72        6.0000      699.33      1344.0    
     954      2 cold              2  0.484     30.21      72        6.0000      693.43      1344.0    
     956      2 cold              2  0.487     33.30      72        6.0000      688.88      1344.0    
     958      2 cold              2  0.490     36.14      72        6.0000      685.32      1344.0    
     960      2 cold              2  0.492     38.72      72        6.0000      682.51      1344.0    
     962      2 cold              2  0.494     41.04      72        6.0000      680.26      1344.0    
     964      2 cold              2  0.495     43.10      72        6.0000      678.46      1344.0    
     966      2 cold              2  0.496     44.94      72        6.0000      676.99      1344.0    
     968      2 cold              2  0.497     46.55      72        6.0000      675.79      1344.0    
     970      2 cold              2  0.498     47.98      72        6.0000      674.81      1344.0    
     972      2 cold              2  0.499     49.24      72        6.0000      673.98      1344.0    
     974      2 cold              1  0.444     64.19      72        6.0000      747.26      1344.0    
     976      2 cold              2  0.404     20.73      72        6.0000      801.22      1344.0    
     978      2 cold              2  0.404     20.73      72        6.0000      801.22      1344.0    
     980      2 cold              2  0.404     20.84      72        6.0000      800.79      1344.0    
     982      2 cold              2  0.407     22.00      72        6.0000      796.56      1344.0    
     984      2 cold              2  0.413     24.66      72        6.0000      788.54      1344.0    
     986      2 cold              2  0.419     28.01      72        6.0000      780.70      1344.0    
     988      2 cold              2  0.424     31.42      72        6.0000      774.46      1344.0    
     990      2 cold              2  0.427     34.63      72        6.0000      769.63      1344.0    
     992      2 cold              2  0.430     37.59      72        6.0000      765.86      1344.0    
     994      2 cold              2  0.432     40.27      72        6.0000      762.88      1344.0    
     996      2 cold              2  0.434     42.67      72        6.0000      760.50      1344.0    
     998      2 cold              2  0.436     44.82      72        6.0000      758.58      1344.0    
    1000      2 cold              2  0.437     46.72      72        6.0000      757.03      1344.0    
    1002      2 cold              2  0.438     48.40      72        6.0000      755.76      1344.0    
    1004      2 cold              2  0.438     49.89      72        6.0000      754.71      1344.0    
    1006      2 cold              2  0.439     51.20      72        6.0000      753.84      1344.0    
    1008      2 cold              1  0.392     66.28      72        6.0000      816.77      1344.0    
    1010      2 cold              2  0.350     21.43      72        6.0000      873.12      1344.0    
    1012      2 cold              2  0.350     21.43      72        6.0000      873.12      1344.0    
    1014      2 cold              2  0.351     21.54      72        6.0000      872.66      1344.0    
    1016      2 cold              2  0.354     22.74      72        6.0000      868.26      1344.0    
    1018      2 cold              2  0.360     25.48      72        6.0000      859.90      1344.0    
    1020      2 cold              2  0.366     28.94      72        6.0000      851.72      1344.0    
    1022      2 cold              2  0.371     32.46      72        6.0000      845.20      1344.0    
    1024      2 cold              2  0.375     35.77      72        6.0000      840.16      1344.0    
    1026      2 cold              2  0.378     38.82      72        6.0000      836.22      1344.0    
    1028      2 cold              2  0.380     41.59      72        6.0000      833.11      1344.0    
    1030      2 cold              2  0.382     44.07      72        6.0000      830.62      1344.0    
    1032      2 cold              2  0.383     46.29      72        6.0000      828.61      1344.0    
    1034      2 cold              2  0.385     48.25      72        6.0000      826.99      1344.0    
    1036      2 cold              2  0.386     49.99      72        6.0000      825.66      1344.0    
    1038      2 cold              2  0.386     51.52      72        6.0000      824.56      1344.0    
    1040      2 cold              2  0.387     52.87      72        6.0000      823.65      1344.0    
    1042      2 cold              1  0.347     68.08      72        6.0000      877.12      1344.0    
    1044      2 cold              2  0.304     22.03      72        6.0000      935.37      1344.0    
    1046      2 cold              2  0.304     22.03      72        6.0000      935.37      1344.0    
    1048      2 cold              2  0.304     22.14      72        6.0000      934.91      1344.0    
    1050      2 cold              2  0.308     23.37      72        6.0000      930.36      1344.0    
    1052      2 cold              2  0.314     26.19      72        6.0000      921.72      1344.0    
    1054      2 cold              2  0.320     29.74      72        6.0000      913.28      1344.0    
    1056      2 cold              2  0.325     33.35      72        6.0000      906.54      1344.0    
    1058      2 cold              2  0.329     36.76      72        6.0000      901.33      1344.0    
    1060      2 cold              2  0.332     39.88      72        6.0000      897.26      1344.0    
    1062      2 cold              2  0.335     42.72      72        6.0000      894.03      1344.0    
    1064      2 cold              2  0.337     45.27      72        6.0000      891.46      1344.0    
    1066      2 cold              2  0.338     47.55      72        6.0000      889.38      1344.0    
    1068      2 cold              2  0.340     49.56      72        6.0000      887.70      1344.0    
    1070      2 cold              2  0.341     51.35      72        6.0000      886.33      1344.0    
    1072      2 cold              2  0.341     52.92      72        6.0000      885.19      1344.0    
    1074      2 cold              2  0.342     54.31      72        6.0000      884.25      1344.0    
    1076      2 cold              1  0.308     69.62      72        6.0000      929.38      1344.0    
    1078      2 cold              2  0.264     22.54      72        6.0000      989.16      1344.0    
    1080      2 cold              2  0.264     22.54      72        6.0000      989.16      1344.0    
    1082      2 cold              2  0.264     22.66      72        6.0000      988.68      1344.0    
    1084      2 cold              2  0.268     23.92      72        6.0000      984.02      1344.0    
    1086      2 cold              2  0.274     26.79      72        6.0000      975.17      1344.0    
    1088      2 cold              2  0.281     30.43      72        6.0000      966.50      1344.0    
    1090      2 cold              2  0.286     34.12      72        6.0000      959.59      1344.0    
    1092      2 cold              2  0.290     37.60      72        6.0000      954.25      1344.0    
    1094      2 cold              2  0.293     40.80      72        6.0000      950.07      1344.0    
    1096      2 cold              2  0.296     43.70      72        6.0000      946.76      1344.0    
    1098      2 cold              2  0.298     46.31      72        6.0000      944.11      1344.0    
    1100      2 cold              2  0.299     48.63      72        6.0000      941.98      1344.0    
    1102      2 cold              2  0.300     50.69      72        6.0000      940.25      1344.0    
    1104      2 cold              2  0.301     52.52      72        6.0000      938.84      1344.0    
    1106      2 cold              2  0.302     54.12      72        6.0000      937.68      1344.0    
    1108      2 cold              2  0.303     55.54      72        6.0000      936.71      1344.0    
    1110      2 cold              1  0.275     70.95      72        6.0000      974.64      1344.0    
    1112      2 cold              2  0.229     22.98      72        6.0000      1035.6      1344.0    
    1114      2 cold              2  0.229     22.98      72        6.0000      1035.6      1344.0    
    1116      2 cold              2  0.230     23.11      72        6.0000      1035.2      1344.0    
    1118      2 cold              2  0.233     24.39      72        6.0000      1030.4      1344.0    
    1120      2 cold              2  0.240     27.32      72        6.0000      1021.4      1344.0    
    1122      2 cold              2  0.247     31.02      72        6.0000      1012.5      1344.0    
    1124      2 cold              2  0.252     34.78      72        6.0000      1005.5      1344.0    
    1126      2 cold              2  0.256     38.33      72        6.0000      1000.0      1344.0    
    1128      2 cold              2  0.259     41.59      72        6.0000      995.77      1344.0    
    1130      2 cold              2  0.262     44.54      72        6.0000      992.39      1344.0    
    1132      2 cold              2  0.264     47.20      72        6.0000      989.69      1344.0    
    1134      2 cold              2  0.265     49.57      72        6.0000      987.51      1344.0    
    1136      2 cold              2  0.267     51.67      72        6.0000      985.75      1344.0    
    1138      2 cold              2  0.268     53.53      72        6.0000      984.30      1344.0    
    1140      2 cold              2  0.269     55.16      72        6.0000      983.11      1344.0    
    1142      2 cold              2  0.269     56.61      72        6.0000      982.12      1344.0    
    1144      3 germ.per          1  0.327     27.00      42        21.071      35063.      52116.    
    1146      3 germ.per          1  0.327     27.00      42        21.071      35063.      52116.    
    1148      3 germ.per          1  0.327     27.14      42        21.071      35050.      52116.    
    1150      3 germ.per          1  0.329     28.64      42        21.071      34972.      52116.    
    1152      3 germ.per          1  0.326     32.06      42        21.071      35111.      52116.    
    1154      3 germ.per          1  0.316     36.38      42        21.071      35667.      52116.    
    1156      3 germ.per          1  0.299     40.77      42        21.071      36512.      52116.    
    1158      3 germ.per          1  0.280     44.91      42        21.071      37541.      52116.    
    1160      3 germ.per          1  0.258     48.72      42        21.071      38690.      52116.    
    1162      3 germ.per          1  0.234     52.17      42        21.071      39896.      52116.    
    1164      3 germ.per          1  0.211     55.27      42        21.071      41095.      52116.    
    1166      3 germ.per          1  0.190     58.04      42        21.071      42239.      52116.    
    1168      3 germ.per          1  0.169     60.49      42        21.071      43299.      52116.    
    1170      3 germ.per          1  0.151     62.66      42        21.071      44262.      52116.    
    1172      3 germ.per          1  0.134     64.57      42        21.071      45125.      52116.    
    1174      3 germ.per          1  0.119     66.26      42        21.071      45894.      52116.    
    1176      3 germ.per          1  0.271     11.08      42        21.071      38010.      52116.    
    1183      3 germ.per          2  0.890      4.38      42        21.071      5709.3      52116.    
    1185      3 germ.per          2  0.848      5.01      42        21.071      7900.8      52116.    
    1187      3 germ.per          2  0.803      5.60      42        21.071      10249.      52116.    
    1189      3 germ.per          2  0.757      6.15      42        21.071      12654.      52116.    
    1191      3 germ.per          2  0.712      6.65      42        21.071      15030.      52116.    
    1193      3 germ.per          2  0.668      7.09      42        21.071      17293.      52116.    
    1195      3 germ.per          2  0.628      7.49      42        21.071      19386.      52116.    
    1197      3 germ.per          2  0.592      7.84      42        21.071      21280.      52116.    
    1199      3 germ.per          2  0.559      8.15      42        21.071      22969.      52116.    
    1201      3 germ.per          2  0.531      8.43      42        21.071      24462.      52116.    
    1203      3 germ.per          2  0.505      8.67      42        21.071      25776.      52116.    
    1205      3 germ.per          1  0.305     16.20      42        21.071      36198.      52116.    
    1207      3 germ.per          2  0.944      4.73      42        21.071      2939.0      52116.    
    1209      3 germ.per          2  0.944      4.73      42        21.071      2939.0      52116.    
    1211      3 germ.per          2  0.944      4.76      42        21.071      2942.9      52116.    
    1213      3 germ.per          2  0.941      5.07      42        21.071      3097.0      52116.    
    1215      3 germ.per          2  0.924      5.77      42        21.071      3972.2      52116.    
    1217      3 germ.per          2  0.892      6.65      42        21.071      5614.7      52116.    
    1219      3 germ.per          2  0.854      7.55      42        21.071      7613.9      52116.    
    1221      3 germ.per          2  0.813      8.40      42        21.071      9768.6      52116.    
    1223      3 germ.per          2  0.770      9.18      42        21.071      11995.      52116.    
    1225      3 germ.per          2  0.727      9.88      42        21.071      14209.      52116.    
    1227      3 germ.per          2  0.687     10.52      42        21.071      16333.      52116.    
    1229      3 germ.per          2  0.649     11.09      42        21.071      18307.      52116.    
    1231      3 germ.per          2  0.614     11.59      42        21.071      20101.      52116.    
    1233      3 germ.per          2  0.583     12.03      42        21.071      21706.      52116.    
    1235      3 germ.per          2  0.556     12.42      42        21.071      23130.      52116.    
    1237      3 germ.per          2  0.532     12.77      42        21.071      24386.      52116.    
    1239      3 germ.per          1  0.321     23.60      42        21.071      35386.      52116.    
    1241      3 germ.per          2  0.930      7.20      42        21.071      3648.7      52116.    
    1243      3 germ.per          2  0.930      7.20      42        21.071      3648.7      52116.    
    1245      3 germ.per          2  0.930      7.24      42        21.071      3657.3      52116.    
    1247      3 germ.per          2  0.926      7.68      42        21.071      3837.5      52116.    
    1249      3 germ.per          2  0.910      8.68      42        21.071      4677.9      52116.    
    1251      3 germ.per          2  0.881      9.95      42        21.071      6197.4      52116.    
    1253      3 germ.per          2  0.846     11.23      42        21.071      8045.6      52116.    
    1255      3 germ.per          2  0.807     12.45      42        21.071      10052.      52116.    
    1257      3 germ.per          2  0.767     13.56      42        21.071      12140.      52116.    
    1259      3 germ.per          2  0.727     14.57      42        21.071      14232.      52116.    
    1261      3 germ.per          2  0.688     15.48      42        21.071      16247.      52116.    
    1263      3 germ.per          2  0.652     16.29      42        21.071      18127.      52116.    
    1265      3 germ.per          2  0.619     17.01      42        21.071      19841.      52116.    
    1267      3 germ.per          2  0.590     17.64      42        21.071      21379.      52116.    
    1269      3 germ.per          2  0.564     18.20      42        21.071      22745.      52116.    
    1271      3 germ.per          2  0.540     18.70      42        21.071      23952.      52116.    
    1273      3 germ.per          1  0.318     30.45      42        21.071      35559.      52116.    
    1275      3 germ.per          2  0.905      9.48      42        21.071      4964.7      52116.    
    1277      3 germ.per          2  0.905      9.49      42        21.071      4964.7      52116.    
    1279      3 germ.per          2  0.905      9.54      42        21.071      4976.3      52116.    
    1281      3 germ.per          2  0.901     10.10      42        21.071      5174.0      52116.    
    1283      3 germ.per          2  0.885     11.38      42        21.071      5996.5      52116.    
    1285      3 germ.per          2  0.857     13.00      42        21.071      7440.5      52116.    
    1287      3 germ.per          2  0.824     14.64      42        21.071      9190.9      52116.    
    1289      3 germ.per          2  0.787     16.19      42        21.071      11098.      52116.    
    1291      3 germ.per          2  0.749     17.62      42        21.071      13093.      52116.    
    1293      3 germ.per          2  0.710     18.91      42        21.071      15098.      52116.    
    1295      3 germ.per          2  0.673     20.07      42        21.071      17034.      52116.    
    1297      3 germ.per          2  0.638     21.11      42        21.071      18845.      52116.    
    1299      3 germ.per          2  0.607     22.03      42        21.071      20497.      52116.    
    1301      3 germ.per          2  0.578     22.84      42        21.071      21982.      52116.    
    1303      3 germ.per          2  0.553     23.55      42        21.071      23302.      52116.    
    1305      3 germ.per          2  0.530     24.18      42        21.071      24469.      52116.    
    1307      3 germ.per          1  0.303     36.70      42        21.071      36349.      52116.    
    1309      3 germ.per          2  0.868     11.57      42        21.071      6874.6      52116.    
    1311      3 germ.per          2  0.868     11.57      42        21.071      6874.6      52116.    
    1313      3 germ.per          2  0.868     11.63      42        21.071      6887.9      52116.    
    1315      3 germ.per          2  0.864     12.30      42        21.071      7095.0      52116.    
    1317      3 germ.per          2  0.849     13.84      42        21.071      7894.9      52116.    
    1319      3 germ.per          2  0.822     15.78      42        21.071      9268.5      52116.    
    1321      3 germ.per          2  0.790     17.75      42        21.071      10930.      52116.    
    1323      3 germ.per          2  0.755     19.60      42        21.071      12746.      52116.    
    1325      3 germ.per          2  0.719     21.31      42        21.071      14654.      52116.    
    1327      3 germ.per          2  0.682     22.86      42        21.071      16578.      52116.    
    1329      3 germ.per          2  0.646     24.25      42        21.071      18441.      52116.    
    1331      3 germ.per          2  0.613     25.49      42        21.071      20185.      52116.    
    1333      3 germ.per          2  0.582     26.59      42        21.071      21779.      52116.    
    1335      3 germ.per          2  0.555     27.57      42        21.071      23211.      52116.    
    1337      3 germ.per          2  0.530     28.43      42        21.071      24486.      52116.    
    1339      3 germ.per          2  0.509     29.18      42        21.071      25614.      52116.    
    1341      3 germ.per          1  0.279     42.33      42        21.071      37554.      52116.    
    1343      3 germ.per          2  0.823     13.44      42        21.071      9238.0      52116.    
    1345      3 germ.per          2  0.823     13.44      42        21.071      9238.0      52116.    
    1347      3 germ.per          2  0.822     13.52      42        21.071      9252.0      52116.    
    1349      3 germ.per          2  0.819     14.29      42        21.071      9458.6      52116.    
    1351      3 germ.per          2  0.804     16.05      42        21.071      10224.      52116.    
    1353      3 germ.per          2  0.779     18.28      42        21.071      11523.      52116.    
    1355      3 germ.per          2  0.749     20.54      42        21.071      13094.      52116.    
    1357      3 germ.per          2  0.716     22.68      42        21.071      14821.      52116.    
    1359      3 germ.per          2  0.681     24.64      42        21.071      16643.      52116.    
    1361      3 germ.per          2  0.645     26.42      42        21.071      18486.      52116.    
    1363      3 germ.per          2  0.611     28.02      42        21.071      20275.      52116.    
    1365      3 germ.per          2  0.579     29.45      42        21.071      21952.      52116.    
    1367      3 germ.per          2  0.549     30.71      42        21.071      23487.      52116.    
    1369      3 germ.per          2  0.523     31.83      42        21.071      24867.      52116.    
    1371      3 germ.per          2  0.499     32.82      42        21.071      26097.      52116.    
    1373      3 germ.per          2  0.478     33.69      42        21.071      27185.      52116.    
    1375      3 germ.per          1  0.252     47.34      42        21.071      38992.      52116.    
    1377      3 germ.per          2  0.773     15.11      42        21.071      11833.      52116.    
    1379      3 germ.per          2  0.773     15.11      42        21.071      11833.      52116.    
    1381      3 germ.per          2  0.773     15.20      42        21.071      11846.      52116.    
    1383      3 germ.per          2  0.769     16.06      42        21.071      12043.      52116.    
    1385      3 germ.per          2  0.755     18.02      42        21.071      12763.      52116.    
    1387      3 germ.per          2  0.732     20.51      42        21.071      13985.      52116.    
    1389      3 germ.per          2  0.703     23.04      42        21.071      15468.      52116.    
    1391      3 germ.per          2  0.672     25.42      42        21.071      17108.      52116.    
    1393      3 germ.per          2  0.638     27.61      42        21.071      18847.      52116.    
    1395      3 germ.per          2  0.604     29.60      42        21.071      20612.      52116.    
    1397      3 germ.per          2  0.572     31.38      42        21.071      22329.      52116.    
    1399      3 germ.per          2  0.541     32.97      42        21.071      23941.      52116.    
    1401      3 germ.per          2  0.512     34.38      42        21.071      25418.      52116.    
    1403      3 germ.per          2  0.487     35.63      42        21.071      26747.      52116.    
    1405      3 germ.per          2  0.464     36.73      42        21.071      27932.      52116.    
    1407      3 germ.per          2  0.444     37.70      42        21.071      28981.      52116.    
    1409      3 germ.per          1  0.223     51.75      42        21.071      40501.      52116.    
    1411      3 germ.per          2  0.723     16.58      42        21.071      14438.      52116.    
    1413      3 germ.per          2  0.723     16.58      42        21.071      14438.      52116.    
    1415      3 germ.per          2  0.723     16.67      42        21.071      14450.      52116.    
    1417      3 germ.per          2  0.719     17.61      42        21.071      14630.      52116.    
    1419      3 germ.per          2  0.706     19.76      42        21.071      15299.      52116.    
    1421      3 germ.per          2  0.684     22.48      42        21.071      16444.      52116.    
    1423      3 germ.per          2  0.658     25.23      42        21.071      17846.      52116.    
    1425      3 germ.per          2  0.628     27.83      42        21.071      19405.      52116.    
    1427      3 germ.per          2  0.596     30.22      42        21.071      21067.      52116.    
    1429      3 germ.per          2  0.563     32.39      42        21.071      22760.      52116.    
    1431      3 germ.per          2  0.532     34.34      42        21.071      24410.      52116.    
    1433      3 germ.per          2  0.502     36.07      42        21.071      25962.      52116.    
    1435      3 germ.per          2  0.475     37.61      42        21.071      27385.      52116.    
    1437      3 germ.per          2  0.450     38.98      42        21.071      28667.      52116.    
    1439      3 germ.per          2  0.428     40.18      42        21.071      29810.      52116.    
    1441      3 germ.per          2  0.409     41.24      42        21.071      30822.      52116.    
    1443      3 germ.per          1  0.195     55.59      42        21.071      41960.      52116.    
    1445      3 germ.per          2  0.676     17.86      42        21.071      16891.      52116.    
    1447      3 germ.per          2  0.676     17.86      42        21.071      16891.      52116.    
    1449      3 germ.per          2  0.676     17.96      42        21.071      16901.      52116.    
    1451      3 germ.per          2  0.673     18.97      42        21.071      17060.      52116.    
    1453      3 germ.per          2  0.661     21.27      42        21.071      17676.      52116.    
    1455      3 germ.per          2  0.640     24.18      42        21.071      18750.      52116.    
    1457      3 germ.per          2  0.615     27.14      42        21.071      20079.      52116.    
    1459      3 germ.per          2  0.586     29.93      42        21.071      21567.      52116.    
    1461      3 germ.per          2  0.556     32.50      42        21.071      23161.      52116.    
    1463      3 germ.per          2  0.524     34.82      42        21.071      24789.      52116.    
    1465      3 germ.per          2  0.494     36.91      42        21.071      26380.      52116.    
    1467      3 germ.per          2  0.465     38.77      42        21.071      27878.      52116.    
    1469      3 germ.per          2  0.439     40.43      42        21.071      29253.      52116.    
    1471      3 germ.per          2  0.415     41.89      42        21.071      30492.      52116.    
    1473      3 germ.per          2  0.394     43.17      42        21.071      31598.      52116.    
    1475      3 germ.per          2  0.375     44.31      42        21.071      32578.      52116.    
    1477      3 germ.per          1  0.169     58.91      42        21.071      43301.      52116.    
    1479      3 germ.per          2  0.633     18.97      42        21.071      19103.      52116.    
    1481      3 germ.per          2  0.633     18.97      42        21.071      19103.      52116.    
    1483      3 germ.per          2  0.633     19.07      42        21.071      19111.      52116.    
    1485      3 germ.per          2  0.631     20.14      42        21.071      19248.      52116.    
    1487      3 germ.per          2  0.620     22.58      42        21.071      19813.      52116.    
    1489      3 germ.per          2  0.600     25.66      42        21.071      20823.      52116.    
    1491      3 germ.per          2  0.576     28.79      42        21.071      22088.      52116.    
    1493      3 germ.per          2  0.549     31.74      42        21.071      23515.      52116.    
    1495      3 germ.per          2  0.519     34.46      42        21.071      25050.      52116.    
    1497      3 germ.per          2  0.489     36.92      42        21.071      26622.      52116.    
    1499      3 germ.per          2  0.460     39.13      42        21.071      28161.      52116.    
    1501      3 germ.per          2  0.432     41.10      42        21.071      29612.      52116.    
    1503      3 germ.per          2  0.406     42.85      42        21.071      30946.      52116.    
    1505      3 germ.per          2  0.383     44.40      42        21.071      32149.      52116.    
    1507      3 germ.per          2  0.363     45.76      42        21.071      33222.      52116.    
    1509      3 germ.per          2  0.344     46.97      42        21.071      34174.      52116.    
    1511      3 germ.per          1  0.146     61.75      42        21.071      44493.      52116.    
    1513      3 germ.per          2  0.596     19.92      42        21.071      21044.      52116.    
    1515      3 germ.per          2  0.596     19.92      42        21.071      21044.      52116.    
    1517      3 germ.per          2  0.596     20.03      42        21.071      21050.      52116.    
    1519      3 germ.per          2  0.594     21.14      42        21.071      21166.      52116.    
    1521      3 germ.per          2  0.584     23.70      42        21.071      21683.      52116.    
    1523      3 germ.per          2  0.566     26.93      42        21.071      22638.      52116.    
    1525      3 germ.per          2  0.542     30.21      42        21.071      23849.      52116.    
    1527      3 germ.per          2  0.516     33.30      42        21.071      25224.      52116.    
    1529      3 germ.per          2  0.488     36.14      42        21.071      26708.      52116.    
    1531      3 germ.per          2  0.458     38.72      42        21.071      28233.      52116.    
    1533      3 germ.per          2  0.430     41.04      42        21.071      29728.      52116.    
    1535      3 germ.per          2  0.402     43.10      42        21.071      31139.      52116.    
    1537      3 germ.per          2  0.378     44.94      42        21.071      32437.      52116.    
    1539      3 germ.per          2  0.355     46.55      42        21.071      33609.      52116.    
    1541      3 germ.per          2  0.335     47.98      42        21.071      34655.      52116.    
    1543      3 germ.per          2  0.317     49.24      42        21.071      35583.      52116.    
    1545      3 germ.per          1  0.126     64.19      42        21.071      45532.      52116.    
    1547      3 germ.per          2  0.564     20.73      42        21.071      22722.      52116.    
    1549      3 germ.per          2  0.564     20.73      42        21.071      22722.      52116.    
    1551      3 germ.per          2  0.564     20.84      42        21.071      22726.      52116.    
    1553      3 germ.per          2  0.562     22.00      42        21.071      22821.      52116.    
    1555      3 germ.per          2  0.553     24.66      42        21.071      23297.      52116.    
    1557      3 germ.per          2  0.536     28.01      42        21.071      24203.      52116.    
    1559      3 germ.per          2  0.513     31.42      42        21.071      25368.      52116.    
    1561      3 germ.per          2  0.488     34.63      42        21.071      26699.      52116.    
    1563      3 germ.per          2  0.460     37.59      42        21.071      28141.      52116.    
    1565      3 germ.per          2  0.432     40.27      42        21.071      29625.      52116.    
    1567      3 germ.per          2  0.404     42.67      42        21.071      31083.      52116.    
    1569      3 germ.per          2  0.377     44.82      42        21.071      32461.      52116.    
    1571      3 germ.per          2  0.353     46.72      42        21.071      33728.      52116.    
    1573      3 germ.per          2  0.331     48.40      42        21.071      34874.      52116.    
    1575      3 germ.per          2  0.311     49.89      42        21.071      35897.      52116.    
    1577      3 germ.per          2  0.294     51.20      42        21.071      36804.      52116.    
